Name,Symbol
CMS Energy Corporation Preferred Stock,CMS^B
CMS Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.200% Cumulative Redeemable Perpetual Preferred Stock Series C,CMS^C
CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,CMSA
CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,CMSC
CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,CMSD
Core Molding Technologies Inc Common Stock,CMT
Claros Mortgage Trust Inc. Common Stock,CMTG
Comtech Telecommunications Corp. Common Stock,CMTL
MFS Municipal Income Trust Common Stock,CMU
CNA Financial Corporation Common Stock,CNA
Centene Corporation Common Stock,CNC
Concert Pharmaceuticals Inc. Common Stock,CNCE
Concord Acquisition Corp. Class A Common Stock,CND
Conduent Incorporated Common Stock ,CNDT
ZW Data Action Technologies Inc. Common Stock,CNET
CN Energy Group Inc. Ordinary Shares,CNEY
CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares,CNF
Conifer Holdings Inc. Common Stock,CNFR
Conifer Holdings Inc. 6.75% Senior Unsecured Notes due 2023,CNFRL
Canna-Global Acquisition Corp Unit,CNGLU
CNH Industrial N.V. Common Shares,CNHI
Canadian National Railway Company Common Stock,CNI
Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,CNK
Core & Main Inc. Class A Common Stock,CNM
CONMED Corporation Common Stock,CNMD
Cincinnati Bancorp Inc. Common Stock,CNNB
Cannae Holdings Inc. Common Stock,CNNE
CNO Financial Group Inc. Common Stock,CNO
CNO Financial Group Inc. 5.125% Subordinated Debentures due 2060,CNO^A
ConnectOne Bancorp Inc. Common Stock,CNOB
ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,CNOBP
CenterPoint Energy Inc (Holding Co) Common Stock,CNP
Canadian Natural Resources Limited Common Stock,CNQ
Cornerstone Building Brands Inc. Common Stock,CNR
Cohen & Steers Inc Common Stock,CNS
Consolidated Communications Holdings Inc. Common Stock,CNSL
CNS Pharmaceuticals Inc. Common Stock,CNSP
Centessa Pharmaceuticals plc American Depositary Shares,CNTA
Connect Biopharma Holdings Limited American Depositary Shares,CNTB
Centogene N.V. Common Shares,CNTG
Chardan NexTech Acquisition 2 Corp. Class A Common Stock,CNTQ
Chardan NexTech Acquisition 2 Corp. Warrant,CNTQW
Context Therapeutics Inc. Common Stock,CNTX
Century Casinos Inc. Common Stock,CNTY
Convey Health Solutions Holdings Inc. Common Stock,CNVY
CNX Resources Corporation Common Stock,CNX
Concentrix Corporation Common Stock,CNXC
PC Connection Inc. Common Stock,CNXN
Global Cord Blood Corporation Common Stock,CO
The Vita Coco Company Inc. Common Stock,COCO
Cocrystal Pharma Inc. Common Stock,COCP
Coda Octopus Group Inc. Common stock,CODA
D/B/A Compass Diversified Holdings Shares of Beneficial Interest,CODI
Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,CODI^A
Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings,CODI^B
Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares,CODI^C
Co-Diagnostics Inc. Common Stock,CODX
China Online Education Group American depositary shares each representing 15 Class A ordinary shares,COE
Capital One Financial Corporation Common Stock,COF
Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series I of the Issuer,COF^I
Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock Series J,COF^J
Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series K,COF^K
Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series L,COF^L
Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series N,COF^N
ChoiceOne Financial Services Inc. Common Stock,COFS
Cogent Biosciences Inc. Common Stock,COGT
Cohen & Company Inc.,COHN
Coherent Inc. Common Stock,COHR
Cohu Inc. Common Stock,COHU
Coinbase Global Inc. Class A Common Stock,COIN
Coca-Cola Consolidated Inc. Common Stock,COKE
Columbia Banking System Inc. Common Stock,COLB
Americold Realty Trust Common Shares,COLD
Colicity Inc. Class A Common Stock,COLI
Colicity Inc. Units,COLIU
Colicity Inc. Warrant,COLIW
Collegium Pharmaceutical Inc. Common Stock,COLL
Columbia Sportswear Company Common Stock,COLM
CommScope Holding Company Inc. Common Stock,COMM
Compass Inc. Class A Common Stock,COMP
ComSovereign Holding Corp. Common Stock,COMS
ComSovereign Holding Corp. 9.25% Series A Cumulative Redeemable Perpetual Preferred Stock,COMSP
ComSovereign Holding Corp. Warrants,COMSW
CyrusOne Inc Common Stock,CONE
Conn's Inc. Common Stock,CONN
CONX Corp. Class A Common Stock,CONX
CONX Corp. Unit,CONXU
CONX Corp. Warrant,CONXW
The Cooper Companies Inc. Common Stock,COO
Traeger Inc. Common Stock,COOK
Corner Growth Acquisition Corp. Class A Ordinary Shares,COOL
Corner Growth Acquisition Corp. Unit,COOLU
Corner Growth Acquisition Corp. Warrant,COOLW
Mr. Cooper Group Inc. Common Stock,COOP
ConocoPhillips Common Stock,COP
CoreSite Realty Corporation Common Stock,COR
CorEnergy Infrastructure Trust Inc. Common Stock,CORR
CorEnergy Infrastructure Trust Inc. Depositary Shares each representing a 1/100th fractional interest of a share of 7.375% Series A Cumulative Redeemable Preferred Stock,CORR^A
Corsair Partnering Corporation Class A Ordinary Shares,CORS
Corcept Therapeutics Incorporated Common Stock,CORT
Costco Wholesale Corporation Common Stock,COST
Coty Inc. Class A Common Stock,COTY
Coupa Software Incorporated Common Stock,COUP
Coursera Inc. Common Stock,COUR
COVA Acquisition Corp. Class A Ordinary Share,COVA
COVA Acquisition Corp. Unit,COVAU
COVA Acquisition Corp. Warrants to purchase Class A ordinary shares,COVAW
Cowen Inc. Class A Common Stock,COWN
Cowen Inc. 7.75% Senior Notes due 2033,COWNL
Canadian Pacific Railway Limited Common Stock,CP
Copa Holdings S.A. Copa Holdings S.A. Class A Common Stock,CPA
Conyers Park III Acquisition Corp. Class A Common Stock,CPAA
Conyers Park III Acquisition Corp. Unit,CPAAU
Conyers Park III Acquisition Corp. Warrants,CPAAW
Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),CPAC
Catalyst Partners Acquisition Corp. Class A Ordinary Share,CPAR
Catalyst Partners Acquisition Corp. Unit,CPARU
Catalyst Partners Acquisition Corp. Warrant,CPARW
Campbell Soup Company Common Stock,CPB
Callon Petroleum Company Common Stock,CPE
Central Pacific Financial Corp New,CPF
Crescent Point Energy Corporation Ordinary Shares (Canada),CPG
Canterbury Park Holding Corporation 'New' Common Stock,CPHC
China Pharma Holdings Inc. Common Stock,CPHI
Cumberland Pharmaceuticals Inc. Common Stock,CPIX
Chesapeake Utilities Corporation Common Stock,CPK
CorePoint Lodging Inc. Common Stock ,CPLG
Capital Product Partners L.P. Common Units,CPLP
Coupang Inc. Class A Common Stock,CPNG
Pop Culture Group Co. Ltd Class A Ordinary Shares,CPOP
Capri Holdings Limited Ordinary Shares,CPRI
Copart Inc. (DE) Common Stock,CPRT
Catalyst Pharmaceuticals Inc. Common Stock,CPRX
Cooper-Standard Holdings Inc. Common Stock,CPS
CPS Technologies Corp. Common Stock,CPSH
Computer Programs and Systems Inc. Common Stock,CPSI
Capstar Special Purpose Acquisition Corp. Class A Common Stock,CPSR
Consumer Portfolio Services Inc. Common Stock,CPSS
Camden Property Trust Common Stock,CPT
Capitala Finance Corp. 5.75% Convertible Notes Due 2022,CPTAG
Capitala Finance Corp. 6% Notes Due 2022,CPTAL
Crown PropTech Acquisitions Class A Ordinary Shares,CPTK
Compute Health Acquisition Corp. Class A Common Stock,CPUH
Calamos Long/Short Equity & Dynamic Income Trust Common Stock,CPZ
Cheniere Energy Partners LP Cheniere Energy Partners LP Common Units,CQP
Crane Co. Common Stock,CR
CRA International Inc. Common Stock,CRAI
Corbus Pharmaceuticals Holdings Inc. Common Stock,CRBP
Caribou Biosciences Inc. Common Stock,CRBU
California Resources Corporation Common Stock,CRC
Cricut Inc. Class A Common Stock,CRCT
Crawford & Company,CRD/A
Crawford & Company,CRD/B
Cardiff Oncology Inc. Common Stock,CRDF
Cardiol Therapeutics Inc. Class A Common Shares,CRDL
Crescera Capital Acquisition Corp Unit,CRECU
China Recycling Energy Corporation Common Stock,CREG
Cresud S.A.C.I.F. y A. Warrant,CRESW
Cresud S.A.C.I.F. y A. American Depositary Shares,CRESY
Creative Realities Inc. Common Stock,CREX
Creative Realities Inc. Warrant,CREXW
Cornerstone Total Return Fund Inc. (The) Common Stock,CRF
Crescent Energy Company Class A Common Stock,CRGY
CRH PLC American Depositary Shares,CRH
Cohn Robbins Holdings Corp. Class A Ordinary Shares,CRHC
Carter's Inc. Common Stock,CRI
Curis Inc. Common Stock,CRIS
Comstock Resources Inc. Common Stock,CRK
Crown Electrokinetics Corp. Common Stock,CRKN
Charles River Laboratories International Inc. Common Stock,CRL
Salesforce.com Inc Common Stock,CRM
CorMedix Inc. Common Stock,CRMD
America's Car-Mart Inc Common Stock,CRMT
Cerence Inc. Common Stock,CRNC
Ceragon Networks Ltd. Ordinary Shares,CRNT
Crinetics Pharmaceuticals Inc. Common Stock,CRNX
Cronos Group Inc. Common Share,CRON
Crocs Inc. Common Stock,CROX
Carpenter Technology Corporation Common Stock,CRS
CRISPR Therapeutics AG Common Shares,CRSP
Corsair Gaming Inc. Common Stock,CRSR
Cross Timbers Royalty Trust Common Stock,CRT
Creatd Inc. Common Stock,CRTD
Creatd Inc. Warrant,CRTDW
Criteo S.A. American Depositary Shares,CRTO
Cortexyme Inc. Common Stock,CRTX
Crucible Acquisition Corporation Class A Common Stock,CRU
Cirrus Logic Inc. Common Stock,CRUS
CorVel Corp. Common Stock,CRVL
Corvus Pharmaceuticals Inc. Common Stock,CRVS
CrowdStrike Holdings Inc. Class A Common Stock,CRWD
Crown Crafts Inc Common Stock,CRWS
Clarus Therapeutics Holdings Inc. Common Stock,CRXT
Clarus Therapeutics Holdings Inc. Warrants,CRXTW
CryoLife Inc. Common Stock,CRY
Corazon Capital V838 Monoceros Corp Class A Ordinary Shares,CRZN
Corazon Capital V838 Monoceros Corp Warrant,CRZNW
Credit Suisse Group American Depositary Shares,CS
Cosan S.A. ADS,CSAN
Champions Oncology Inc. Common Stock,CSBR
Cisco Systems Inc. Common Stock (DE),CSCO
Color Star Technology Co. Ltd. Ordinary Shares,CSCW
CoStar Group Inc. Common Stock,CSGP
CSG Systems International Inc. Common Stock,CSGS
Cardiovascular Systems Inc. Common Stock,CSII
Canadian Solar Inc. Common Shares (BC),CSIQ
Carlisle Companies Incorporated Common Stock,CSL
Castlight Health Inc. Class B Common Stock,CSLT
CSP Inc. Common Stock,CSPI
Casper Sleep Inc. Common Stock,CSPR
Calamos Strategic Total Return Common Stock,CSQ
D/B/A Centerspace Common Stock,CSR
D/B/A Centerspace 6.625% Series C ,CSR^C
Chicken Soup for the Soul Entertainment Inc. Class A Common Stock,CSSE
Chicken Soup for the Soul Entertainment Inc. 9.50% Notes due 2025,CSSEN
Chicken Soup for the Soul Entertainment Inc. 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock,CSSEP
Constellation Acquisition Corp I Class A Ordinary Shares,CSTA
Caesarstone Ltd. Ordinary Shares,CSTE
Castle Biosciences Inc. Common Stock,CSTL
Constellium SE Ordinary Shares (France),CSTM
CapStar Financial Holdings Inc. Common Stock,CSTR
Carriage Services Inc. Common Stock,CSV
Capital Southwest Corporation Common Stock,CSWC
CSW Industrials Inc. Common Stock,CSWI
CSX Corporation Common Stock,CSX
E.I. du Pont de Nemours and Company Preferred Stock,CTA^A
E.I. du Pont de Nemours and Company Preferred Stock,CTA^B
Carney Technology Acquisition Corp. II Class A Common Stock,CTAQ
Carney Technology Acquisition Corp. II Units,CTAQU
Carney Technology Acquisition Corp. II Warrant,CTAQW
Cintas Corporation Common Stock,CTAS
Qwest Corporation 6.5% Notes due 2056,CTBB
Community Trust Bancorp Inc. Common Stock,CTBI
Qwest Corporation 6.75% Notes due 2057,CTDD
CynergisTek Inc. Common Stock,CTEK
Computer Task Group Inc. Common Stock,CTG
Contango ORE Inc. Common Stock,CTGO
Charles & Colvard Ltd Common Stock,CTHR
Yunhong CTI Ltd. Common Stock,CTIB
CTI BioPharma Corp. (DE) Common Stock,CTIC
CooTek (Cayman) Inc. American Depositary Shares each representing 50 Class A Ordinary Shares,CTK
Cytek Biosciences Inc. Common Stock,CTKB
Cantaloupe Inc. Common Stock,CTLP
Catalent Inc. Common Stock,CTLT
CytomX Therapeutics Inc. Common Stock,CTMX
CTO Realty Growth Inc. Common Stock,CTO
CTO Realty Growth Inc. 6.375% Series A Cumulative Redeemable Preferred Stock,CTO^A
Custom Truck One Source Inc. Common Stock,CTOS
ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,CTR
Coterra Energy Inc. Common Stock,CTRA
CareTrust REIT Inc. Common Stock,CTRE
Castor Maritime Inc. Common Shares,CTRM
Citi Trends Inc. Common Stock,CTRN
CTS Corporation Common Stock,CTS
Cognizant Technology Solutions Corporation Class A Common Stock,CTSH
Cytosorbents Corporation Common Stock,CTSO
CatchMark Timber Trust Inc. Class A Common Stock,CTT
Innovid Corp. Common Stock,CTV
Corteva Inc. Common Stock ,CTVA
Citius Pharmaceuticals Inc. Common Stock,CTXR
Citius Pharmaceuticals Inc. Warrant,CTXRW
Citrix Systems Inc. Common Stock,CTXS
Herzfeld Caribbean Basin Fund Inc. (The) Common Stock,CUBA
Customers Bancorp Inc 5.375% Subordinated Notes Due 2034,CUBB
CubeSmart Common Shares,CUBE
Customers Bancorp Inc Common Stock,CUBI
Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series E,CUBI^E
Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,CUBI^F
Cue Biopharma Inc. Common Stock,CUE
Cuentas Inc. Common Stock,CUEN
Cuentas Inc. Warrant,CUENW
Carnival Plc ADS ADS,CUK
Cullman Bancorp Inc. Common Stock,CULL
Culp Inc. Common Stock,CULP
CuriosityStream Inc. Class A Common Stock,CURI
CuriosityStream Inc. Warrant,CURIW
CURO Group Holdings Corp. Common Stock,CURO
Torrid Holdings Inc. Common Stock,CURV
Cutera Inc. Common Stock,CUTR
Cousins Properties Incorporated Common Stock,CUZ
CureVac N.V. Ordinary Shares,CVAC
CVB Financial Corporation Common Stock,CVBF
Cavco Industries Inc. Common Stock When Issued,CVCO
Central Valley Community Bancorp Common Stock,CVCY
Cenovus Energy Inc Common Stock,CVE
Civeo Corporation (Canada) Common Shares,CVEO
Covetrus Inc. Common Stock,CVET
Commercial Vehicle Group Inc. Common Stock,CVGI
Calavo Growers Inc. Common Stock,CVGW
CVR Energy Inc. Common Stock,CVI
Churchill Capital Corp VII Class A Common Stock,CVII
Covenant Logistics Group Inc. Class A Common Stock,CVLG
Commvault Systems Inc. Common Stock,CVLT
Codorus Valley Bancorp Inc Common Stock,CVLY
Cel-Sci Corporation Common Stock,CVM
Carvana Co. Class A Common Stock,CVNA
Chicago Rivet & Machine Co. Common Stock,CVR
CVRx Inc. Common Stock,CVRX
CVS Health Corporation Common Stock,CVS
Cvent Holding Corp. Common Stock,CVT
CPI Aerostructures Inc. Common Stock,CVU
CVD Equipment Corporation Common Stock,CVV
Chevron Corporation Common Stock,CVX
Curtiss-Wright Corporation Common Stock,CW
Clearwater Analytics Holdings Inc. Class A Common Stock,CWAN
Community West Bancshares Common Stock,CWBC
CohBar Inc. Common Stock,CWBR
Consolidated Water Co. Ltd. Ordinary Shares,CWCO
Clearway Energy Inc. Class C Common Stock,CWEN
Camping World Holdings Inc. Class A Commom Stock,CWH
Cushman & Wakefield plc Ordinary Shares,CWK
Casella Waste Systems Inc. Class A Common Stock,CWST
California Water Service Group Common Stock,CWT
Cemex S.A.B. de C.V. Sponsored ADR,CX
Crexendo Inc. Common Stock,CXDO
MFS High Income Municipal Trust Common Stock,CXE
MFS Investment Grade Municipal Trust Common Stock,CXH
Sprinklr Inc. Class A Common Stock,CXM
CoreCivic Inc. Common Stock,CXW
Celyad Oncology SA American Depositary Shares,CYAD
Cyanotech Corporation Common Stock,CYAN
CyberOptics Corporation Common Stock,CYBE
Cybin Inc. Common Shares,CYBN
CyberArk Software Ltd. Ordinary Shares,CYBR
Cyclacel Pharmaceuticals Inc. Common Stock,CYCC
Cyclacel Pharmaceuticals Inc. 6% Convertible Preferred Stock,CYCCP
Cyclerion Therapeutics Inc. Common Stock,CYCN
China Yuchai International Limited Common Stock,CYD
Community Health Systems Inc. Common Stock,CYH
Cyngn Inc. Common Stock,CYN
CYREN Ltd. Ordinary Shares,CYRN
CryoPort Inc. Common Stock,CYRX
Cyteir Therapeutics Inc. Common Stock,CYT
Cyclo Therapeutics Inc. Common Stock,CYTH
Cyclo Therapeutics Inc. Warrant,CYTHW
Cytokinetics Incorporated Common Stock,CYTK
Altamira Therapeutics Ltd. Common Shares 0.01 SF (Bermuda),CYTO
Cyxtera Technologies Inc. Class A Common Stock,CYXT
Cyxtera Technologies Inc. Warrant,CYXTW
Citizens & Northern Corp Common Stock,CZNC
Cazoo Group Ltd Class A Ordinary Shares,CZOO
Caesars Entertainment Inc. Common Stock,CZR
Citizens Community Bancorp Inc. Common Stock,CZWI
Dominion Energy Inc. Common Stock,D
Danaos Corporation Common Stock,DAC
Dada Nexus Limited American Depositary Shares,DADA
Data I/O Corporation Common Stock,DAIO
Daktronics Inc. Common Stock,DAKT
Delta Air Lines Inc. Common Stock,DAL
DallasNews Corporation Series A Common Stock,DALN
Dana Incorporated Common Stock ,DAN
Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,DAO
Crypto 1 Acquisition Corp Unit,DAOOU
Darling Ingredients Inc. Common Stock,DAR
Dare Bioscience Inc. Common Stock,DARE
DoorDash Inc. Class A Common Stock,DASH
DatChat Inc. Common Stock,DATS
DatChat Inc. Series A Warrant,DATSW
Endava plc American Depositary Shares (each representing one Class A Ordinary Share),DAVA
Day One Biopharmaceuticals Inc. Common Stock,DAWN
Deutsche Bank AG Common Stock,DB
Diebold Nixdorf Incorporated Common Stock,DBD
Roman DBDR Tech Acquisition Corp. Class A Common Stock,DBDR
Roman DBDR Tech Acquisition Corp. Warrant,DBDRW
Digital Brands Group Inc. Common Stock,DBGI
Designer Brands Inc. Class A Common Stock,DBI
DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,DBL
DigitalBridge Group Inc.,DBRG
DigitalBridge Group Inc. 7.125% Series H ,DBRG^H
DigitalBridge Group Inc. 7.15% Series I ,DBRG^I
DigitalBridge Group Inc. 7.125% Series J ,DBRG^J
Decibel Therapeutics Inc. Common Stock,DBTX
DBV Technologies S.A. American Depositary Shares,DBVT
